TimesheetID,ProjectID,EmployeeID,WorkDate,HoursWorked
820,3,3,2025-12-26,2.4
821,13,11,2025-12-08,6.0
822,18,21,2026-03-13,7.4
823,17,14,2025-12-09,6.3
824,2,18,2025-10-24,5.4
825,8,19,2025-12-03,7.8
826,15,37,2026-01-08,4.9
827,11,2,2026-01-07,2.4
828,20,49,2026-02-17,3.6
829,15,17,2026-02-15,4.3
830,9,21,2026-01-03,6.0
831,12,25,2026-02-14,4.2
832,4,12,2026-03-05,7.4
833,18,14,2025-10-27,3.0
834,20,23,2025-10-21,5.2
835,12,28,2025-12-22,6.5
836,12,5,2025-12-29,8.0
837,8,9,2025-11-16,6.8
838,19,39,2026-01-07,6.0
839,4,15,2025-10-08,2.3
840,20,11,2025-12-21,8.4
841,3,25,2026-02-06,5.7
842,9,15,2026-03-01,9.1
843,6,32,2025-11-01,4.6
844,19,31,2026-03-02,4.5
845,12,23,2026-01-05,9.9
846,2,47,2025-12-12,6.7
847,18,48,2026-02-03,8.6
848,9,12,2026-02-10,5.9
849,8,5,2026-02-18,4.4
850,12,36,2025-10-01,4.9
851,16,21,2026-03-18,2.9
852,4,4,2026-01-11,6.7
853,19,45,2026-03-22,7.0
854,12,15,2026-02-26,5.8
855,16,49,2026-03-13,8.3
856,7,16,2026-02-22,6.6
857,6,31,2025-10-10,6.7
858,14,2,2025-11-09,6.2
859,2,17,2026-03-04,8.2
860,16,21,2026-01-02,3.2
861,17,42,2026-03-20,3.9
862,9,47,2026-02-20,9.6
863,7,6,2025-10-25,3.5
864,2,26,2026-01-17,4.5
865,16,34,2025-11-04,5.3
866,11,10,2025-11-18,5.3
867,11,7,2026-03-02,9.4
868,1,11,2025-10-12,7.6
869,17,19,2026-02-06,3.7
870,9,37,2025-12-19,10.0
871,20,10,2026-01-27,6.2
872,12,20,2025-12-16,9.7
873,4,12,2026-01-22,9.3
874,10,45,2025-12-23,6.4
875,10,33,2026-03-19,8.2
876,17,38,2026-03-20,7.1
877,20,11,2026-03-23,4.1
878,17,46,2026-01-28,3.5
879,15,10,2025-11-29,4.2
880,7,23,2025-12-12,3.8
881,3,10,2025-12-12,8.2
882,14,8,2026-03-26,3.7
883,12,41,2026-03-26,5.9
884,8,1,2026-01-27,4.8
885,9,17,2025-12-06,4.3
886,16,42,2026-02-20,7.4
887,18,46,2026-01-02,9.2
888,2,14,2026-01-06,8.5
889,11,7,2025-11-03,4.3
890,4,1,2025-12-09,9.6
891,3,31,2025-10-17,4.8
892,5,1,2026-01-18,7.2
893,4,31,2026-01-27,3.7
894,13,3,2026-02-11,4.2
895,7,21,2026-02-17,7.6
896,6,47,2025-11-01,2.9
897,11,42,2026-02-24,3.9
898,4,23,2025-10-09,7.4
899,7,15,2026-02-09,3.8
900,6,3,2025-11-25,2.4
901,15,50,2026-01-10,4.6
902,9,22,2026-01-25,2.8
903,14,15,2025-11-01,2.0
904,8,14,2026-02-14,9.8
905,2,22,2025-11-06,5.3
906,3,4,2026-01-26,5.8
907,14,36,2025-11-17,8.0
908,12,37,2025-12-09,4.6
909,8,31,2026-03-11,2.5
910,3,1,2025-10-19,7.2
911,11,29,2025-11-25,6.3
912,4,45,2025-10-06,9.3
913,17,12,2025-11-10,5.3
914,15,21,2025-11-11,9.5
915,15,4,2025-10-06,10.0
916,20,31,2026-01-06,8.3
917,3,16,2025-11-13,9.5
918,3,22,2025-12-10,9.0
919,5,49,2025-09-29,4.4
920,7,37,2026-02-28,2.9
921,6,14,2025-12-21,4.3
922,14,37,2026-03-10,6.3
923,1,16,2026-01-31,9.1
924,19,29,2025-10-31,8.8
925,20,5,2026-01-24,4.2
926,12,3,2025-10-25,4.6
927,16,46,2026-01-22,7.2
928,18,28,2025-11-13,2.1
929,17,49,2025-12-22,8.3
930,5,25,2026-02-19,7.4
931,13,30,2025-11-15,3.4
932,16,30,2026-03-09,9.2
933,20,22,2026-01-14,6.1
934,14,41,2025-10-19,5.2
935,12,47,2025-10-21,3.5
936,5,17,2025-11-01,5.8
937,5,17,2025-11-29,2.1
938,7,50,2026-01-03,3.9
939,18,43,2025-12-04,9.6
940,8,39,2025-12-13,6.7
941,20,44,2026-02-20,2.1
942,19,48,2026-03-13,4.9
943,12,49,2025-11-26,2.5
944,8,10,2025-10-27,5.7
945,7,9,2025-11-06,5.2
946,9,30,2026-02-02,9.4
947,13,30,2026-03-26,8.2
948,11,7,2026-03-22,2.9
949,1,7,2025-12-11,4.9
950,5,2,2025-11-22,3.8
951,3,21,2025-10-31,5.8
952,1,17,2026-01-21,8.0
953,17,6,2026-03-01,5.0
954,5,22,2026-03-25,6.4
955,7,41,2026-01-25,8.1
956,2,5,2026-03-16,8.6
957,9,4,2025-11-29,7.4
958,9,39,2026-02-26,9.0
959,2,27,2025-10-17,6.2
960,10,9,2026-02-09,7.6
961,18,14,2025-10-16,9.3
962,11,44,2025-10-25,2.5
963,13,24,2026-02-14,9.2
964,12,48,2025-11-17,6.6
965,2,35,2025-11-04,3.3
966,8,29,2026-02-07,5.5
967,7,20,2026-03-20,3.6
968,3,15,2026-02-23,5.9
969,3,21,2026-02-04,5.6
970,9,46,2025-10-11,5.6
971,1,6,2026-02-05,5.3
972,10,17,2026-02-18,2.5
973,5,37,2026-01-23,7.4
974,17,23,2025-12-14,7.8
975,9,2,2026-01-06,4.0
976,7,31,2025-09-27,8.0
977,4,18,2026-02-22,2.6
978,11,44,2026-01-13,4.8
979,7,41,2025-10-13,6.3
980,2,17,2025-10-12,9.5
981,8,32,2025-10-14,9.9
982,13,39,2026-01-25,2.3
983,11,21,2026-01-09,3.4
984,2,14,2025-10-31,8.1
985,5,33,2026-03-11,9.7
986,20,4,2025-12-31,9.9
987,15,50,2026-01-02,5.6
988,2,19,2026-01-01,5.0
989,11,49,2026-03-20,9.7
990,19,6,2026-02-12,3.1
991,16,2,2025-12-25,2.9
992,15,1,2026-02-11,5.1
993,4,42,2025-10-29,7.8
994,1,49,2025-11-23,8.7
995,16,50,2025-10-02,9.8
996,3,26,2026-01-23,7.4
997,10,39,2026-02-13,5.4
998,4,36,2026-01-02,8.6
999,8,11,2025-11-29,5.7
1000,15,35,2025-11-05,4.2
1001,6,23,2025-10-25,2.3
1002,8,26,2026-03-15,5.4
1003,10,8,2025-10-01,3.9
1004,19,42,2025-10-14,2.8
1005,7,5,2025-10-05,5.6
1006,16,14,2026-03-18,7.6
1007,18,42,2025-10-09,4.0
1008,15,31,2025-10-08,5.2
1009,12,36,2025-11-25,6.3
1010,4,24,2025-10-11,3.1
1011,3,26,2025-12-10,3.9
1012,18,30,2026-02-21,4.6
1013,7,43,2026-02-27,8.2
1014,14,4,2025-12-18,3.9
1015,6,3,2025-11-02,9.9
1016,5,37,2026-02-07,3.8
1017,20,22,2025-12-12,4.2
1018,19,26,2026-02-16,9.6
1019,8,5,2025-11-10,7.0
1020,5,38,2026-01-14,6.4
1021,14,11,2025-10-09,9.8
1022,8,28,2026-03-10,7.4
1023,12,37,2026-02-08,4.5
1024,14,34,2026-01-11,5.3
1025,4,29,2025-12-12,5.0
1026,15,13,2026-02-11,5.8
1027,1,38,2025-11-23,4.4
1028,2,50,2025-11-02,8.4
1029,13,26,2025-10-11,6.5
1030,5,42,2026-01-11,6.5
1031,17,14,2025-10-31,5.1
1032,14,9,2025-12-01,3.6
1033,3,25,2026-03-11,2.6
1034,17,42,2026-01-20,8.8
1035,15,38,2025-10-20,6.3
1036,8,6,2025-11-14,2.4
1037,15,22,2026-01-01,7.4
1038,11,26,2026-02-28,2.3
1039,12,49,2025-10-15,3.5
1040,4,4,2026-02-24,7.8
1041,1,39,2026-02-17,3.7
1042,2,3,2025-11-19,9.0
1043,4,40,2025-12-21,4.4
1044,19,24,2025-09-30,3.7
1045,7,13,2025-11-14,9.7
1046,14,9,2025-10-27,8.0
1047,14,15,2026-01-27,9.3
1048,6,41,2026-03-24,6.8
1049,11,46,2025-11-18,5.2
1050,7,41,2025-11-27,6.4
1051,4,37,2025-12-08,5.0
1052,14,8,2026-02-10,7.2
1053,16,31,2025-12-14,4.1
1054,12,20,2026-02-05,9.1
1055,20,25,2026-01-24,2.8
1056,10,20,2026-01-25,8.1
1057,13,23,2025-12-17,9.3
1058,2,49,2025-12-30,4.5
1059,8,19,2025-10-08,6.5
1060,4,6,2025-11-22,7.9
1061,19,12,2025-10-01,4.1
1062,3,43,2026-02-23,6.6
1063,1,9,2026-01-11,4.4
1064,18,38,2025-11-16,4.6
1065,1,12,2026-01-02,6.6
1066,17,1,2025-11-28,6.0
1067,17,16,2026-03-13,9.5
1068,12,48,2025-12-22,4.1
1069,7,15,2026-01-30,9.7
1070,11,30,2026-03-10,7.9
1071,11,13,2026-01-22,3.3
1072,16,40,2025-12-26,3.4
1073,12,49,2026-02-13,5.9
1074,11,41,2026-02-12,9.9
1075,7,38,2025-10-12,6.2
1076,10,44,2025-10-16,9.6
1077,12,16,2026-03-17,2.4
1078,16,30,2025-09-28,5.3
1079,9,26,2026-03-07,3.9
1080,2,33,2025-11-04,2.1
1081,8,6,2026-02-03,5.6
1082,4,46,2025-10-12,6.9
1083,2,29,2026-03-16,9.5
1084,6,29,2026-01-28,7.3
1085,8,28,2025-10-01,2.1
1086,1,40,2026-02-15,5.3
1087,18,44,2025-10-01,6.2
1088,17,44,2025-12-06,6.3
1089,7,4,2025-12-09,2.1
1090,4,14,2026-03-24,7.4
1091,11,7,2025-11-11,2.9
1092,3,41,2025-10-21,6.2
1093,17,35,2025-11-27,3.5
1094,1,37,2026-02-08,4.0
1095,18,31,2025-12-26,4.1
1096,20,23,2026-01-06,2.6
1097,13,35,2026-01-08,5.7
1098,5,17,2025-11-28,9.9
1099,13,48,2025-11-23,4.4
1100,18,46,2025-10-17,7.2
1101,13,6,2026-03-12,8.1
1102,20,7,2025-10-20,5.2
1103,5,18,2026-01-01,6.4
1104,12,15,2025-10-11,7.1
1105,15,30,2026-03-25,3.4
1106,14,2,2026-02-01,8.8
1107,13,12,2026-03-11,8.3
1108,3,34,2026-02-18,9.8
1109,7,4,2025-10-21,9.2
1110,13,26,2025-10-07,3.8
1111,20,20,2026-03-23,9.1
1112,19,41,2026-01-26,4.2
1113,18,1,2025-10-16,7.5
1114,20,25,2025-12-07,9.2
1115,14,2,2026-02-18,7.3
1116,4,6,2025-11-11,9.4
1117,3,27,2025-12-16,2.1
1118,12,31,2025-11-19,6.7
1119,16,13,2026-01-06,9.4
1120,3,37,2025-12-12,3.3
1121,11,12,2025-11-27,6.5
1122,13,25,2026-01-04,7.4
1123,16,29,2026-02-12,4.7
1124,6,18,2025-11-01,8.3
1125,1,7,2026-03-22,7.8
1126,9,22,2026-02-02,8.0
1127,7,39,2025-12-24,2.4
1128,16,31,2026-01-16,3.9
1129,20,46,2025-10-16,4.7
1130,13,13,2026-03-03,9.6
1131,12,49,2026-01-06,9.8
1132,13,42,2025-12-19,2.2
1133,19,46,2025-12-05,8.3
1134,18,18,2026-01-20,5.9
1135,14,40,2025-12-27,6.4
1136,19,35,2026-01-01,5.5
1137,20,2,2026-03-20,6.7
1138,1,19,2026-01-02,2.7
1139,19,23,2026-03-04,4.4
1140,9,8,2025-11-29,7.7
1141,18,35,2025-10-18,4.1
1142,12,29,2026-01-02,7.7
1143,12,46,2026-03-08,3.2
1144,2,41,2026-01-04,4.5
1145,9,19,2025-10-24,2.7
1146,13,21,2025-12-14,5.6
1147,15,43,2025-12-05,2.8
1148,4,18,2025-10-19,3.5
1149,15,3,2026-01-19,6.5
1150,3,34,2026-02-05,5.3
1151,4,45,2025-10-03,2.7
1152,19,11,2026-02-15,2.7
1153,7,23,2026-02-27,8.3
1154,8,4,2026-01-03,2.1
1155,3,18,2026-01-10,5.1
1156,14,28,2025-10-18,7.8
1157,15,47,2026-02-17,9.2
1158,10,23,2025-11-28,6.6
1159,5,19,2025-11-09,7.5
1160,1,21,2025-11-09,3.1
1161,12,45,2025-12-13,4.1
1162,12,35,2025-11-03,2.5
1163,2,10,2026-01-16,4.2
1164,14,11,2025-12-12,5.9
1165,15,47,2025-10-16,4.9
1166,15,15,2025-11-29,7.8
1167,14,9,2026-01-31,6.8
1168,11,16,2025-11-16,5.7
1169,3,32,2025-10-31,4.4
1170,11,21,2026-01-06,4.7
1171,13,48,2026-03-04,5.0
1172,2,32,2025-12-20,5.5
1173,6,44,2026-01-15,8.5
1174,17,25,2026-03-12,9.8
1175,16,15,2025-10-31,4.4
1176,6,26,2026-02-28,9.6
1177,7,48,2025-11-17,5.8
1178,5,7,2025-11-11,9.7
1179,15,23,2025-12-17,4.3
1180,2,17,2026-03-23,7.1
1181,20,20,2026-02-21,8.3
1182,12,33,2025-12-19,5.0
1183,3,2,2026-01-05,4.9
1184,9,21,2026-02-18,3.6
1185,17,20,2026-02-13,3.4
1186,6,47,2026-02-14,2.2
1187,11,41,2026-01-23,9.5
1188,12,16,2025-11-19,5.5
1189,19,45,2025-12-10,8.7
1190,5,38,2025-10-14,8.6
1191,9,5,2026-01-09,7.4
1192,1,47,2025-11-01,7.1
1193,1,18,2025-11-27,4.0
1194,18,30,2025-11-05,7.7
1195,16,37,2026-01-01,2.6
1196,3,49,2026-02-27,5.8
1197,3,47,2026-01-07,6.3
1198,18,39,2026-03-23,5.3
1199,7,4,2025-10-06,8.3
1200,8,27,2025-12-28,7.6
1201,8,3,2026-02-11,6.8
1202,2,50,2025-10-18,2.9
1203,11,47,2025-11-29,7.3
1204,16,39,2025-12-26,3.3
1205,9,22,2026-03-02,2.4
1206,4,47,2026-03-11,7.4
1207,19,13,2026-01-07,9.7
1208,18,20,2025-12-20,9.7
1209,19,17,2026-01-15,2.8
1210,2,13,2025-10-22,4.1
1211,18,15,2026-02-04,8.0
1212,2,26,2026-02-16,6.6
1213,3,23,2026-02-21,3.8
1214,7,10,2025-12-31,5.1
1215,2,34,2026-03-19,6.7
1216,1,43,2026-02-02,3.2
1217,4,31,2025-10-03,5.9
1218,15,39,2025-12-11,5.3
1219,11,4,2025-10-18,2.9
1220,16,11,2025-11-02,4.8
1221,18,21,2025-12-23,5.6
1222,20,41,2025-11-18,6.2
1223,3,35,2025-12-25,5.8
1224,1,34,2026-01-17,7.8
1225,2,12,2026-01-20,4.6
1226,13,46,2025-12-12,2.4
1227,3,16,2025-10-26,2.2
1228,20,40,2025-12-23,7.2
1229,9,7,2026-03-19,8.4
1230,6,2,2025-11-28,6.1
1231,19,16,2026-02-15,3.3
1232,16,14,2026-02-17,5.4
1233,19,24,2026-01-23,3.9
1234,10,47,2026-01-08,7.0
1235,2,16,2025-11-13,7.1
1236,20,22,2026-01-15,5.2
1237,18,42,2026-03-03,9.1
1238,9,29,2026-01-20,6.7
1239,14,42,2026-01-04,2.0
1240,3,7,2025-11-20,3.6
1241,9,21,2026-03-26,8.5
1242,11,10,2025-10-13,6.6
1243,12,48,2026-02-11,3.5
1244,15,13,2025-12-19,3.6
1245,9,23,2025-10-26,4.1
1246,17,38,2026-01-30,6.2
1247,19,20,2026-03-09,4.5
1248,19,8,2026-01-04,6.9
1249,17,3,2026-02-24,2.9
1250,4,18,2025-12-26,8.8
1251,3,3,2026-03-04,3.4
1252,18,14,2026-03-18,7.6
1253,19,47,2025-12-12,9.3
1254,13,2,2026-02-25,2.7
1255,13,31,2025-10-31,4.5
1256,7,26,2025-11-27,4.4
1257,5,14,2025-11-12,5.0
1258,2,47,2025-11-02,6.1
1259,2,13,2026-01-12,6.8
1260,18,26,2026-02-21,5.1
1261,15,20,2025-11-13,5.9
1262,1,40,2026-02-11,7.5
1263,6,32,2026-03-11,9.4
1264,8,48,2025-11-10,6.4
1265,19,13,2026-01-30,4.3
1266,7,1,2025-11-13,4.5
1267,19,27,2026-01-20,7.0
1268,15,31,2025-12-27,9.6
1269,9,33,2026-01-29,3.1
1270,15,7,2026-01-03,9.7
1271,17,30,2026-02-03,7.2
1272,11,29,2026-01-09,7.5
1273,12,26,2026-01-11,7.7
1274,18,17,2026-01-18,5.9
1275,17,31,2025-10-18,6.5
1276,10,47,2025-11-22,4.3
1277,20,20,2025-12-06,3.8
1278,1,8,2025-12-09,3.3
1279,17,25,2026-01-22,6.5
1280,15,49,2026-01-31,6.4
1281,8,33,2025-10-25,6.6
1282,5,14,2025-12-04,8.2
1283,3,42,2025-12-29,6.3
1284,16,22,2025-10-07,8.1
1285,7,35,2026-01-17,6.4
1286,9,25,2026-01-13,2.8
1287,3,50,2026-03-13,8.0
1288,1,20,2025-12-12,9.0
1289,17,49,2025-10-05,5.6
1290,8,27,2025-12-25,8.9
1291,11,26,2025-10-19,5.5
1292,6,2,2025-10-27,8.2
1293,5,40,2025-11-26,3.7
1294,7,47,2026-02-24,7.5
1295,20,39,2026-03-02,7.1
1296,12,1,2025-11-08,6.9
1297,17,2,2025-11-18,8.5
1298,12,3,2025-10-12,6.6
1299,3,35,2026-02-10,4.2
1300,7,22,2026-02-11,3.3
1301,19,19,2026-03-26,4.3
1302,18,25,2026-02-20,4.1
1303,2,27,2026-02-05,9.9
1304,9,42,2026-03-19,8.5
1305,4,37,2025-10-31,9.7
1306,1,38,2026-01-10,9.4
1307,20,7,2025-12-06,8.9
1308,14,25,2025-10-29,7.6
1309,16,12,2025-10-30,4.0
1310,3,20,2025-12-18,8.6
1311,5,33,2026-03-19,5.1
1312,9,48,2025-11-02,6.6
1313,6,14,2025-12-04,7.0
1314,18,19,2026-01-01,5.6
1315,5,25,2026-03-08,8.4
1316,15,48,2025-10-20,5.2
1317,16,35,2025-12-07,7.6
1318,7,47,2025-12-30,5.6
1319,5,14,2026-01-29,4.6
1320,8,47,2025-09-27,9.0
1321,4,42,2025-10-20,7.8
1322,8,29,2026-01-22,7.1
1323,18,40,2026-03-24,4.9
1324,2,24,2025-10-13,8.4
1325,1,28,2026-01-06,3.7
1326,16,25,2026-01-14,8.6
1327,20,34,2026-01-31,4.1
1328,1,33,2025-12-08,4.7
1329,9,11,2026-02-21,3.0
1330,3,29,2026-01-29,8.3
1331,4,50,2026-03-20,8.1
1332,8,45,2025-10-08,2.8
1333,4,23,2026-01-22,2.1
1334,15,20,2025-11-06,5.5
1335,20,42,2025-09-27,9.9
1336,11,48,2026-01-14,3.6
1337,2,45,2026-03-22,9.3
1338,10,34,2026-03-12,4.4
1339,14,14,2025-12-06,2.7
1340,3,41,2025-12-28,4.0
1341,4,11,2025-12-31,7.3
1342,9,3,2026-03-12,3.3
1343,16,10,2026-01-06,7.0
1344,5,33,2026-03-25,8.0
1345,11,6,2026-01-14,7.2
1346,5,4,2026-03-26,2.8
1347,1,7,2025-11-20,5.8
1348,14,34,2025-10-30,6.7
1349,18,8,2026-02-06,7.4
1350,17,27,2025-09-29,2.1
1351,13,43,2025-12-23,8.5
1352,14,38,2026-01-13,7.6
1353,3,7,2026-01-27,2.6
1354,8,14,2026-01-03,2.7
1355,11,35,2025-10-23,2.8
1356,17,29,2025-12-30,9.0
1357,1,22,2025-11-01,5.1
1358,19,14,2025-10-31,7.1
1359,13,21,2026-03-19,3.1
1360,16,47,2026-02-09,6.5
1361,8,3,2026-03-02,7.2
1362,6,19,2026-01-17,4.8
1363,11,3,2025-11-20,7.0
1364,13,49,2025-11-04,9.4
1365,19,27,2026-03-03,7.5
1366,11,15,2025-11-21,2.7
1367,20,33,2025-10-22,3.1
1368,6,46,2025-10-28,6.7
1369,16,46,2026-01-03,4.8
1370,16,44,2026-01-14,4.5
1371,14,30,2025-11-01,4.0
1372,9,16,2026-03-11,2.7
1373,14,10,2026-02-15,6.8
1374,9,27,2026-03-01,4.3
1375,12,12,2026-03-22,2.2
1376,7,43,2026-03-14,9.0
1377,7,32,2025-11-18,6.1
1378,14,12,2026-02-04,3.5
1379,1,40,2026-01-05,4.4
1380,9,23,2025-10-10,8.3
1381,13,27,2025-11-27,6.0
1382,4,21,2025-10-25,3.9
1383,14,12,2026-03-09,6.8
1384,17,46,2026-02-09,9.1
1385,8,2,2025-09-30,9.9
1386,11,8,2025-12-17,3.1
1387,16,10,2026-02-19,5.4
1388,10,15,2026-02-13,7.5
1389,3,14,2026-01-25,9.6
1390,13,48,2025-10-15,2.1
1391,1,4,2025-10-14,2.1
1392,1,22,2025-11-21,2.3
1393,19,49,2025-10-12,9.6
1394,1,26,2026-01-06,6.1
1395,17,42,2026-03-06,7.7
1396,7,34,2026-01-11,5.4
1397,16,24,2026-01-07,2.7
1398,3,29,2026-02-11,6.3
1399,17,17,2025-11-05,4.2
1400,17,16,2025-12-15,2.6
1401,16,43,2025-11-18,9.8
1402,6,38,2025-11-05,6.3
1403,15,46,2026-01-05,6.7
1404,10,27,2026-03-12,7.4
1405,4,17,2025-10-13,4.5
1406,18,38,2026-01-16,7.8
1407,18,8,2025-11-27,2.5
1408,18,36,2025-10-19,9.4
1409,13,18,2025-10-26,5.6
1410,10,19,2026-03-01,2.4
1411,20,41,2026-03-16,7.9
1412,7,12,2025-11-10,3.0
1413,14,2,2025-11-01,7.6
1414,13,47,2025-11-07,6.0
1415,10,27,2025-12-24,6.2
1416,14,3,2025-12-02,3.3
1417,18,6,2025-10-29,8.0
1418,14,21,2025-12-04,7.9
1419,10,27,2025-10-27,8.2
1420,1,49,2025-10-04,4.7
1421,8,41,2026-01-14,4.2
1422,13,4,2025-10-13,4.1
1423,14,48,2026-02-21,7.0
1424,3,13,2026-02-01,5.6
1425,20,25,2025-12-28,2.4
1426,2,10,2026-02-19,3.3
1427,5,21,2025-11-06,4.0
1428,1,19,2025-10-23,9.2
1429,12,22,2026-03-18,7.8
1430,14,38,2025-11-24,7.9
1431,1,24,2025-09-27,2.4
1432,17,35,2025-09-30,4.0
1433,13,10,2026-01-25,4.9
1434,17,12,2025-11-04,3.4
1435,19,49,2025-10-06,6.4
1436,10,27,2026-03-13,5.4
1437,1,30,2025-12-18,4.0
1438,5,50,2025-12-17,4.2
1439,12,44,2025-10-16,6.6
1440,11,34,2025-10-27,6.0
1441,12,46,2025-10-10,3.4
1442,6,17,2026-02-06,9.9
1443,8,37,2026-01-07,2.6
1444,4,26,2026-01-24,8.9
1445,18,37,2025-12-15,4.6
1446,4,20,2026-02-15,5.7
1447,15,45,2025-12-30,3.6
1448,4,36,2026-02-18,8.3
1449,6,15,2026-03-05,3.9
1450,18,41,2025-12-30,6.7
1451,1,38,2026-01-31,10.0
1452,10,46,2025-11-16,7.9
1453,1,25,2026-02-13,8.1
1454,1,40,2025-11-28,3.2
1455,10,45,2026-01-09,2.2
1456,17,33,2026-02-12,4.8
1457,17,37,2026-03-23,9.0
1458,13,32,2025-12-21,2.0
1459,5,43,2026-03-14,5.0
1460,15,50,2025-12-14,2.8
1461,16,32,2026-02-09,9.9
1462,3,34,2026-01-12,5.9
1463,20,5,2025-10-12,9.8
1464,6,14,2025-11-02,7.7
1465,6,29,2025-10-20,2.4
1466,14,18,2025-11-25,9.2
1467,19,34,2026-02-07,5.3
1468,13,35,2025-12-31,5.7
1469,8,44,2025-10-18,6.6
1470,17,3,2026-02-03,3.1
1471,9,15,2026-01-05,2.6
1472,12,22,2026-02-19,2.5
1473,3,5,2026-03-15,9.7
1474,16,26,2025-11-26,4.3
1475,3,49,2025-12-16,9.4
1476,18,34,2026-01-05,7.6
1477,14,27,2025-12-19,4.5
1478,13,14,2025-12-05,3.9
1479,4,11,2025-11-17,3.1
1480,17,38,2026-02-23,2.9
1481,15,23,2025-10-24,3.3
1482,9,13,2026-01-24,4.5
1483,13,16,2025-10-27,6.3
1484,19,6,2025-11-19,5.6
1485,14,12,2026-01-23,4.1
1486,18,8,2025-10-27,2.7
1487,13,24,2026-03-21,4.4
1488,4,37,2026-03-26,7.6
1489,13,14,2025-10-07,3.7
1490,19,27,2025-12-19,3.2
1491,15,42,2025-11-29,9.7
1492,9,13,2026-01-06,6.1
1493,16,23,2026-03-19,4.4
1494,3,50,2025-11-10,2.2
1495,16,28,2026-01-08,8.8
1496,8,36,2026-02-16,8.0
1497,9,18,2025-11-29,2.8
1498,20,32,2025-10-23,8.4
1499,5,29,2025-11-01,3.0
1500,5,20,2025-10-12,8.6
1501,10,20,2025-11-22,3.0
1502,20,32,2026-01-07,5.0
1503,17,27,2026-03-07,9.5
1504,9,14,2025-10-18,6.7
1505,8,10,2025-12-02,9.3
1506,11,14,2025-10-16,2.2
1507,1,19,2025-10-13,3.6
1508,19,12,2026-03-11,5.5
1509,8,3,2025-10-29,2.7
1510,10,9,2025-12-20,3.0
1511,10,9,2026-01-23,2.4
1512,13,2,2026-02-20,5.5
1513,16,38,2026-01-06,6.0
1514,1,4,2026-01-02,7.5
1515,9,38,2025-11-10,4.8
1516,4,39,2025-11-13,4.2
1517,14,21,2026-01-19,9.1
1518,17,43,2025-10-05,6.9
1519,8,7,2026-03-03,4.0
1520,14,47,2025-12-11,6.0
1521,12,12,2026-02-14,5.8
1522,6,8,2025-10-19,4.2
1523,16,33,2025-11-01,5.4
1524,2,50,2026-03-10,9.1
1525,7,44,2026-02-08,4.0
1526,18,23,2026-02-13,8.4
1527,2,40,2026-01-02,8.3
1528,1,38,2025-12-27,5.8
1529,19,22,2026-01-29,4.8
1530,2,17,2026-02-18,6.0
1531,4,8,2026-01-04,4.2
1532,2,35,2025-10-03,4.6
1533,9,40,2025-11-22,2.2
1534,2,7,2025-12-07,2.5
1535,1,47,2026-01-25,6.2
1536,18,20,2026-02-23,10.0
1537,13,50,2025-11-06,2.8
1538,9,41,2026-03-14,3.9
1539,17,33,2026-02-10,8.5
1540,17,31,2025-10-11,8.1
1541,4,43,2025-11-22,6.6
1542,17,5,2026-01-04,4.8
1543,1,47,2025-11-10,3.4
1544,15,4,2026-02-25,4.5
1545,18,26,2026-03-24,4.9
1546,3,19,2026-02-25,2.2
1547,6,8,2026-03-25,4.8
1548,12,13,2026-02-19,6.5
1549,10,18,2026-02-18,9.6
1550,4,34,2026-01-31,6.3
1551,10,38,2025-11-10,5.9
1552,16,9,2025-10-20,2.4
1553,16,44,2026-02-28,3.8
1554,10,32,2026-02-08,5.8
1555,5,49,2025-12-20,9.3
1556,6,45,2025-11-17,8.5
1557,17,26,2025-12-23,7.7
1558,10,32,2025-12-18,2.5
1559,7,49,2025-11-03,6.7
1560,17,26,2025-11-02,8.2
1561,17,10,2026-02-08,8.9
1562,18,28,2025-10-15,5.0
1563,8,23,2026-03-15,5.2
1564,11,47,2025-10-22,4.7
1565,20,23,2025-12-18,3.1
1566,11,41,2025-11-06,7.9
1567,6,4,2026-01-16,8.3
1568,14,12,2026-01-29,7.2
1569,17,46,2025-11-10,7.7
1570,7,32,2026-02-17,7.5
1571,7,6,2026-03-03,8.3
1572,9,16,2025-11-23,7.3
1573,20,26,2025-11-10,5.0
1574,2,45,2026-03-22,4.4
1575,8,19,2025-11-11,7.8
1576,2,16,2026-03-25,9.6
1577,16,16,2026-01-05,8.8
1578,16,9,2026-02-19,2.3
1579,15,50,2026-02-28,4.5
1580,15,27,2026-03-02,3.8
1581,14,48,2026-02-18,2.8
1582,7,26,2026-02-01,3.1
1583,2,18,2025-10-16,3.9
1584,14,43,2025-12-17,3.3
1585,10,10,2025-10-19,8.6
1586,11,19,2026-03-17,7.1
1587,10,32,2025-12-21,5.6
1588,18,6,2025-12-03,3.7
1589,7,31,2026-03-23,2.5
1590,15,18,2025-12-01,8.3
1591,4,14,2025-09-27,2.4
1592,3,33,2026-01-17,7.9
1593,13,29,2025-11-08,9.1
1594,13,2,2026-01-31,9.1
1595,16,50,2025-12-25,6.4
1596,9,17,2025-10-22,8.6
1597,6,23,2026-02-21,7.2
1598,20,35,2026-03-21,3.8
1599,9,20,2026-01-20,2.6
1600,1,43,2025-10-05,4.4
